# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 + a_16x_16 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16
32,-3,1,1,1,2,2,2,3,1,2,2,1,2,2,1,1,1,2
33,-3,1,1,1,2,2,2,3,1,2,2,2,1,1,2,1,1,2
34,-3,1,1,1,2,2,2,3,1,2,2,2,2,1,1,1,1,2
35,-3,1,1,1,2,2,2,3,2,1,1,1,1,2,2,2,2,1
36,-3,1,1,1,2,2,2,3,2,1,1,1,2,2,1,2,2,1
37,-3,1,1,1,2,2,2,3,2,1,1,2,1,1,2,2,2,1
38,-3,1,1,1,2,2,2,3,2,1,1,2,2,1,1,2,2,1
39,-3,1,1,1,2,2,2,3,2,1,2,1,1,2,2,1,2,1
40,-3,1,1,1,2,2,2,3,2,1,2,1,2,2,1,1,2,1
41,-3,1,1,1,2,2,2,3,2,1,2,2,1,1,2,1,2,1
42,-3,1,1,1,2,2,2,3,2,1,2,2,2,1,1,1,2,1
43,-3,1,1,1,2,2,2,3,2,2,2,1,1,2,2,1,1,1
44,-3,1,1,1,2,2,2,3,2,2,2,1,2,2,1,1,1,1
45,-3,1,1,2,1,2,2,3,1,1,1,2,2,1,1,2,2,2
46,-3,1,1,2,1,2,2,3,1,1,2,1,1,2,2,1,2,2
47,-3,1,1,2,1,2,2,3,1,1,2,1,2,2,1,1,2,2
48,-3,1,1,2,1,2,2,3,1,1,2,2,1,1,2,1,2,2
49,-3,1,1,2,1,2,2,3,1,1,2,2,2,1,1,1,2,2
50,-3,1,1,2,1,2,2,3,1,2,2,1,2,2,1,1,1,2
51,-3,1,1,2,1,2,2,3,1,2,2,2,2,1,1,1,1,2
52,-3,1,1,2,1,2,2,3,2,1,1,1,2,2,1,2,2,1
53,-3,1,1,2,1,2,2,3,2,1,1,2,2,1,1,2,2,1
54,-3,1,1,2,1,2,2,3,2,1,2,1,1,2,2,1,2,1
55,-3,1,1,2,1,2,2,3,2,1,2,1,2,2,1,1,2,1
56,-3,1,1,2,1,2,2,3,2,1,2,2,1,1,2,1,2,1
57,-3,1,1,2,1,2,2,3,2,1,2,2,2,1,1,1,2,1
58,-3,1,1,2,1,2,2,3,2,2,1,1,1,2,2,2,1,1
59,-3,1,1,2,1,2,2,3,2,2,1,1,2,2,1,2,1,1
60,-3,1,1,2,1,2,2,3,2,2,2,1,1,2,2,1,1,1
61,-3,1,2,1,2,2,1,3,1,1,1,1,1,2,2,2,2,2
62,-3,1,2,1,2,2,1,3,1,1,1,1,2,2,1,2,2,2
63,-3,1,2,1,2,2,1,3,1,1,1,2,1,1,2,2,2,2
64,-3,1,2,1,2,2,1,3,1,1,1,2,2,1,1,2,2,2
65,-3,1,2,1,2,2,1,3,1,1,2,1,1,2,2,1,2,2
66,-3,1,2,1,2,2,1,3,1,1,2,1,2,2,1,1,2,2
67,-3,1,2,1,2,2,1,3,1,1,2,2,1,1,2,1,2,2
68,-3,1,2,1,2,2,1,3,1,1,2,2,2,1,1,1,2,2
69,-3,1,2,1,2,2,1,3,1,2,1,1,1,2,2,2,1,2
70,-3,1,2,1,2,2,1,3,1,2,1,2,2,1,1,2,1,2
71,-3,1,2,1,2,2,1,3,1,2,2,1,1,2,2,1,1,2
72,-3,1,2,1,2,2,1,3,1,2,2,1,2,2,1,1,1,2
73,-3,1,2,1,2,2,1,3,1,2,2,2,1,1,2,1,1,2
74,-3,1,2,1,2,2,1,3,1,2,2,2,2,1,1,1,1,2
75,-3,1,2,1,2,2,1,3,2,1,1,1,1,2,2,2,2,1
76,-3,1,2,1,2,2,1,3,2,1,1,1,2,2,1,2,2,1
77,-3,1,2,1,2,2,1,3,2,1,1,2,1,1,2,2,2,1
78,-3,1,2,1,2,2,1,3,2,1,1,2,2,1,1,2,2,1
79,-3,1,2,1,2,2,1,3,2,1,2,1,1,2,2,1,2,1
80,-3,1,2,1,2,2,1,3,2,1,2,1,2,2,1,1,2,1
81,-3,1,2,1,2,2,1,3,2,1,2,2,1,1,2,1,2,1
82,-3,1,2,1,2,2,1,3,2,1,2,2,2,1,1,1,2,1
83,-3,1,2,1,2,2,1,3,2,2,1,1,1,2,2,2,1,1
84,-3,1,2,1,2,2,1,3,2,2,1,1,2,2,1,2,1,1
85,-3,1,2,1,2,2,1,3,2,2,1,2,2,1,1,2,1,1
86,-3,1,2,1,2,2,1,3,2,2,2,1,1,2,2,1,1,1
87,-3,1,2,1,2,2,1,3,2,2,2,1,2,2,1,1,1,1
88,-3,1,2,1,2,2,1,3,2,2,2,2,1,1,2,1,1,1
89,-3,1,2,1,2,2,1,3,2,2,2,2,2,1,1,1,1,1
90,-3,1,2,2,1,2,1,3,1,1,2,1,1,2,2,1,2,2
91,-3,1,2,2,1,2,1,3,1,1,2,1,2,2,1,1,2,2
92,-3,1,2,2,1,2,1,3,1,2,1,1,1,2,2,2,1,2
93,-3,1,2,2,1,2,1,3,1,2,1,1,2,2,1,2,1,2
94,-3,1,2,2,1,2,1,3,1,2,2,1,2,2,1,1,1,2
95,-3,1,2,2,1,2,1,3,2,1,1,1,1,2,2,2,2,1
96,-3,1,2,2,1,2,1,3,2,1,1,1,2,2,1,2,2,1
97,-3,1,2,2,1,2,1,3,2,1,1,2,1,1,2,2,2,1
98,-3,1,2,2,1,2,1,3,2,1,2,1,1,2,2,1,2,1
99,-3,1,2,2,1,2,1,3,2,1,2,1,2,2,1,1,2,1
100,-3,1,2,2,1,2,1,3,2,1,2,2,1,1,2,1,2,1
101,-3,1,2,2,1,2,1,3,2,1,2,2,2,1,1,1,2,1
102,-3,1,2,2,1,2,1,3,2,2,1,2,1,1,2,2,1,1
103,-3,1,2,2,1,2,1,3,2,2,1,2,2,1,1,2,1,1
104,-3,1,2,2,1,2,1,3,2,2,2,1,1,2,2,1,1,1
105,-3,1,2,2,1,2,1,3,2,2,2,1,2,2,1,1,1,1
106,-3,2,1,1,2,1,2,3,1,1,1,1,2,2,1,2,2,2
107,-3,2,1,1,2,1,2,3,1,1,1,2,2,1,1,2,2,2
108,-3,2,1,1,2,1,2,3,1,1,2,1,2,2,1,1,2,2
109,-3,2,1,1,2,1,2,3,1,2,2,1,1,2,2,1,1,2
110,-3,2,1,1,2,1,2,3,1,2,2,1,2,2,1,1,1,2
111,-3,2,1,1,2,1,2,3,1,2,2,2,2,1,1,1,1,2
112,-3,2,1,1,2,1,2,3,2,1,1,1,1,2,2,2,2,1
113,-3,2,1,1,2,1,2,3,2,1,1,1,2,2,1,2,2,1
114,-3,2,1,1,2,1,2,3,2,1,1,2,2,1,1,2,2,1
115,-3,2,1,1,2,1,2,3,2,1,2,1,2,2,1,1,2,1
116,-3,2,1,1,2,1,2,3,2,1,2,2,2,1,1,1,2,1
117,-3,2,1,1,2,1,2,3,2,2,2,1,1,2,2,1,1,1
118,-3,2,1,1,2,1,2,3,2,2,2,1,2,2,1,1,1,1
119,-3,2,1,1,2,1,2,3,2,2,2,2,2,1,1,1,1,1
120,-3,2,1,2,1,1,2,3,1,1,2,1,2,2,1,1,2,2
121,-3,2,1,2,1,1,2,3,1,1,2,2,2,1,1,1,2,2
122,-3,2,1,2,1,1,2,3,2,1,1,1,2,2,1,2,2,1
123,-3,2,1,2,1,1,2,3,2,1,2,1,1,2,2,1,2,1
124,-3,2,1,2,1,1,2,3,2,1,2,2,1,1,2,1,2,1
125,-3,2,1,2,1,1,2,3,2,1,2,2,2,1,1,1,2,1
126,-3,2,1,2,1,1,2,3,2,2,1,1,2,2,1,2,1,1
127,-3,2,1,2,1,1,2,3,2,2,2,1,1,2,2,1,1,1
128,-3,2,2,1,2,1,1,3,1,1,1,1,1,2,2,2,2,2
129,-3,2,2,1,2,1,1,3,1,1,1,1,2,2,1,2,2,2
130,-3,2,2,1,2,1,1,3,1,1,1,2,1,1,2,2,2,2
131,-3,2,2,1,2,1,1,3,1,1,1,2,2,1,1,2,2,2
132,-3,2,2,1,2,1,1,3,1,1,2,1,2,2,1,1,2,2
133,-3,2,2,1,2,1,1,3,1,1,2,2,2,1,1,1,2,2
134,-3,2,2,1,2,1,1,3,1,2,1,1,1,2,2,2,1,2
135,-3,2,2,1,2,1,1,3,1,2,2,1,1,2,2,1,1,2
136,-3,2,2,1,2,1,1,3,1,2,2,2,2,1,1,1,1,2
137,-3,2,2,1,2,1,1,3,2,1,1,1,1,2,2,2,2,1
138,-3,2,2,1,2,1,1,3,2,1,1,1,2,2,1,2,2,1
139,-3,2,2,1,2,1,1,3,2,1,1,2,1,1,2,2,2,1
140,-3,2,2,1,2,1,1,3,2,1,2,1,2,2,1,1,2,1
141,-3,2,2,1,2,1,1,3,2,1,2,2,2,1,1,1,2,1
142,-3,2,2,1,2,1,1,3,2,2,1,1,1,2,2,2,1,1
143,-3,2,2,1,2,1,1,3,2,2,1,1,2,2,1,2,1,1
144,-3,2,2,1,2,1,1,3,2,2,1,2,2,1,1,2,1,1
145,-3,2,2,1,2,1,1,3,2,2,2,1,1,2,2,1,1,1
146,-3,2,2,1,2,1,1,3,2,2,2,1,2,2,1,1,1,1
147,-3,2,2,1,2,1,1,3,2,2,2,2,1,1,2,1,1,1
148,-3,2,2,1,2,1,1,3,2,2,2,2,2,1,1,1,1,1
149,-3,2,2,2,1,1,1,3,1,1,2,1,1,2,2,1,2,2
150,-3,2,2,2,1,1,1,3,1,1,2,1,2,2,1,1,2,2
151,-3,2,2,2,1,1,1,3,1,1,2,2,2,1,1,1,2,2
152,-3,2,2,2,1,1,1,3,1,2,1,1,2,2,1,2,1,2
153,-3,2,2,2,1,1,1,3,1,2,2,1,2,2,1,1,1,2
154,-3,2,2,2,1,1,1,3,2,1,1,1,1,2,2,2,2,1
155,-3,2,2,2,1,1,1,3,2,1,1,1,2,2,1,2,2,1
156,-3,2,2,2,1,1,1,3,2,1,1,2,1,1,2,2,2,1
157,-3,2,2,2,1,1,1,3,2,1,2,1,1,2,2,1,2,1
158,-3,2,2,2,1,1,1,3,2,1,2,1,2,2,1,1,2,1
159,-3,2,2,2,1,1,1,3,2,1,2,2,1,1,2,1,2,1
160,-3,2,2,2,1,1,1,3,2,1,2,2,2,1,1,1,2,1
161,-3,2,2,2,1,1,1,3,2,2,1,2,2,1,1,2,1,1
162,-3,2,2,2,1,1,1,3,2,2,2,1,1,2,2,1,1,1
163,-3,2,2,2,1,1,1,3,2,2,2,1,2,2,1,1,1,1
164,-3,3,1,1,2,0,2,3,1,1,2,2,0,1,3,1,2,2
165,-6,3,1,4,2,3,5,6,4,4,2,2,3,4,3,4,2,2
166,-3,3,2,1,2,0,1,3,2,1,2,1,0,2,3,1,2,1
167,-3,3,2,2,1,0,1,3,2,2,1,1,0,2,3,2,1,1
168,-6,3,2,2,4,3,4,6,2,2,1,1,3,5,3,5,4,4
169,-6,3,2,2,4,3,4,6,2,2,1,4,3,2,3,5,4,4
170,-6,3,2,2,4,3,4,6,2,2,4,1,3,5,3,2,4,4
171,-6,3,2,2,4,3,4,6,2,5,1,4,3,2,3,5,1,4
172,-6,3,2,2,4,3,4,6,2,5,4,4,3,2,3,2,1,4
173,-6,3,2,2,4,3,4,6,5,2,1,4,3,2,3,5,4,1
174,-6,3,2,2,4,3,4,6,5,2,4,4,3,2,3,2,4,1
175,-6,3,2,2,4,3,4,6,5,5,4,4,3,2,3,2,1,1
176,-6,3,2,5,1,3,4,6,2,2,1,4,3,2,3,5,4,4
177,-6,3,2,5,1,3,4,6,2,2,4,1,3,5,3,2,4,4
178,-6,3,2,5,1,3,4,6,2,2,4,4,3,2,3,2,4,4
179,-6,3,2,5,1,3,4,6,2,5,4,4,3,2,3,2,1,4
180,-9,3,2,5,4,6,7,9,2,5,4,1,6,8,3,5,4,7
181,-9,3,2,5,4,6,7,9,2,5,4,7,6,2,3,5,4,7
182,-9,3,2,5,4,6,7,9,4,7,6,5,6,4,3,3,2,5
183,-9,3,2,5,4,6,7,9,6,3,6,3,4,6,5,3,6,3
184,-9,3,2,5,4,6,7,9,6,3,6,3,6,6,3,3,6,3
185,-9,3,2,5,4,6,7,9,6,3,6,5,6,4,3,3,6,3
186,-9,3,2,5,4,6,7,9,8,5,4,7,6,2,3,5,4,1
187,-9,3,4,3,6,6,5,9,2,5,2,5,6,4,3,7,4,7
188,-9,3,4,3,6,6,5,9,2,5,6,3,6,6,3,3,4,7
189,-9,3,4,3,6,6,5,9,4,7,2,5,6,4,3,7,2,5
190,-9,3,4,3,6,6,5,9,6,3,2,3,6,6,3,7,6,3
191,-6,3,4,4,2,3,2,6,1,4,2,2,3,4,3,4,2,5
192,-6,3,4,4,2,3,2,6,4,4,2,5,3,1,3,4,2,2
193,-12,3,4,4,8,9,8,12,7,4,2,2,6,10,6,10,8,5
194,-12,3,4,4,8,9,8,12,7,4,5,2,6,10,6,7,8,5
195,-9,3,4,7,2,6,5,9,4,3,2,5,6,4,3,7,6,5
196,-9,3,4,7,2,6,5,9,4,3,4,7,6,2,3,5,6,5
197,-9,3,4,7,2,6,5,9,4,7,2,5,6,4,3,7,2,5
198,-9,3,4,7,2,6,5,9,4,7,6,5,6,4,3,3,2,5
199,-15,3,4,7,8,12,11,15,4,7,8,5,6,10,9,7,8,11
200,-15,3,4,7,8,12,11,15,10,7,8,11,6,4,9,7,8,5
201,-6,3,5,2,4,3,1,6,2,2,4,4,3,2,3,2,4,4
202,-6,3,5,2,4,3,1,6,2,5,4,4,3,2,3,2,1,4
203,-6,3,5,5,1,3,1,6,2,2,4,4,3,2,3,2,4,4
204,-9,3,6,3,6,6,3,9,2,5,6,3,4,6,5,3,4,7
205,-9,3,6,3,6,6,3,9,2,5,6,3,6,6,3,3,4,7
206,-9,3,6,3,6,6,3,9,4,3,4,7,6,2,3,5,6,5
207,-9,3,6,3,6,6,3,9,6,3,4,7,4,2,5,5,6,3
208,-9,3,6,3,6,6,3,9,6,3,4,7,6,2,3,5,6,3
209,-9,3,6,3,6,6,3,9,6,7,6,5,6,4,3,3,2,3
210,-9,3,6,7,2,6,3,9,4,3,6,3,6,6,3,3,6,5
211,-12,3,7,4,8,9,5,12,10,7,8,8,6,4,6,4,5,2
212,-12,3,7,4,8,9,5,12,10,10,8,8,6,4,6,4,2,2
213,-9,3,8,5,4,6,1,9,2,5,4,7,6,2,3,5,4,7
214,-12,3,10,7,5,9,2,12,4,4,8,5,6,7,6,4,8,8
215,-15,3,10,7,8,12,5,15,4,7,8,11,6,4,9,7,8,11
216,-12,3,10,10,2,9,2,12,4,4,8,5,6,7,6,4,8,8
217,-6,4,4,2,4,2,2,6,4,4,3,2,1,4,5,3,2,2
218,-6,4,4,3,3,2,2,6,4,2,2,2,1,4,5,4,4,2
219,-6,4,4,4,2,2,2,6,4,3,4,2,1,4,5,2,3,2
220,-6,5,4,2,4,1,2,6,4,3,2,2,2,4,4,4,3,2
221,-6,5,4,3,3,1,2,6,4,4,4,2,2,4,4,2,2,2
222,-6,5,4,4,2,1,2,6,4,2,3,2,2,4,4,3,4,2
223,-12,6,4,4,8,6,8,12,4,7,8,2,6,10,6,4,5,8
224,-12,6,4,4,8,6,8,12,7,4,2,2,6,10,6,10,8,5
225,-12,6,4,4,8,6,8,12,7,4,8,2,6,10,6,4,8,5
226,-12,6,4,4,8,6,8,12,7,7,8,2,6,10,6,4,5,5
227,-12,6,4,4,8,6,8,12,10,4,5,8,9,4,3,7,8,2
228,-12,6,4,7,5,6,8,12,4,4,8,2,9,10,3,4,8,8
229,-12,6,4,7,5,6,8,12,10,4,8,8,6,4,6,4,8,2
230,-12,6,7,4,8,6,5,12,10,4,8,8,6,4,6,4,8,2
231,-12,6,7,4,8,6,5,12,10,10,8,8,6,4,6,4,2,2
232,-12,6,7,7,5,6,5,12,10,4,8,8,6,4,6,4,8,2
233,-12,6,10,4,8,6,2,12,4,4,5,5,6,7,6,7,8,8
234,-12,6,10,4,8,6,2,12,4,4,5,8,6,4,6,7,8,8
235,-12,6,10,4,8,6,2,12,4,4,8,5,6,7,6,4,8,8
236,-12,6,10,4,8,6,2,12,4,7,8,8,9,4,3,4,5,8
237,-12,6,10,10,2,6,2,12,4,4,8,5,6,7,6,4,8,8
238,-12,9,1,10,2,3,11,12,4,4,5,5,6,7,6,7,8,8
239,-15,9,2,11,4,6,13,15,8,5,10,1,12,14,3,5,10,7
240,-15,9,2,11,4,6,13,15,8,5,10,7,6,8,9,5,10,7
241,-15,9,2,11,4,6,13,15,8,5,10,7,12,8,3,5,10,7
242,-15,9,2,11,4,6,13,15,8,8,10,1,12,14,3,5,7,7
243,-15,9,2,11,4,6,13,15,8,8,10,10,3,5,12,5,7,7
244,-15,9,2,11,4,6,13,15,8,8,10,10,12,5,3,5,7,7
245,-15,9,2,11,4,6,13,15,8,11,10,7,6,8,9,5,4,7
246,-15,9,2,11,4,6,13,15,8,11,10,7,12,8,3,5,4,7
247,-12,9,4,4,8,3,8,12,7,4,5,2,6,10,6,7,8,5
248,-12,9,4,4,8,3,8,12,7,4,8,2,6,10,6,4,8,5
249,-12,9,4,4,8,3,8,12,7,7,2,2,6,10,6,10,5,5
250,-12,9,4,4,8,3,8,12,7,7,2,11,6,1,6,10,5,5
251,-12,9,4,4,8,3,8,12,7,7,8,2,6,10,6,4,5,5
252,-15,9,4,7,8,6,11,15,4,7,8,11,12,4,3,7,8,11
253,-21,9,4,13,8,12,17,21,7,7,2,11,6,10,15,19,14,14
254,-21,9,4,13,8,12,17,21,7,7,11,2,15,19,6,10,14,14
255,-21,9,4,13,8,12,17,21,7,7,11,11,6,10,15,10,14,14
256,-21,9,4,13,8,12,17,21,7,7,11,11,15,10,6,10,14,14
257,-21,9,4,13,8,12,17,21,7,16,11,11,15,10,6,10,5,14
258,-21,9,4,13,8,12,17,21,10,7,14,11,6,10,15,7,14,11
259,-21,9,4,13,8,12,17,21,16,7,2,11,6,10,15,19,14,5
260,-21,9,4,13,8,12,17,21,16,7,11,11,15,10,6,10,14,5
261,-21,9,4,13,8,12,17,21,16,7,14,11,6,10,15,7,14,5
262,-21,9,4,13,8,12,17,21,16,7,14,11,12,10,9,7,14,5
263,-21,9,4,13,8,12,17,21,16,13,14,11,6,10,15,7,8,5
264,-21,9,4,13,8,12,17,21,16,16,11,11,6,10,15,10,5,5
265,-21,9,4,13,8,12,17,21,16,16,11,11,15,10,6,10,5,5
266,-15,9,5,5,10,6,10,15,2,11,7,7,3,8,12,8,4,13
267,-15,9,5,5,10,6,10,15,2,11,7,7,12,8,3,8,4,13
268,-15,9,5,5,10,6,10,15,5,5,7,7,12,8,3,8,10,10
269,-15,9,5,5,10,6,10,15,5,5,7,10,12,5,3,8,10,10
270,-15,9,5,5,10,6,10,15,5,5,10,7,12,8,3,5,10,10
271,-15,9,5,5,10,6,10,15,5,5,10,10,12,5,3,5,10,10
272,-15,9,5,5,10,6,10,15,5,8,10,10,12,5,3,5,7,10
273,-15,9,5,5,10,6,10,15,5,11,10,7,12,8,3,5,4,10
274,-15,9,5,5,10,6,10,15,8,5,10,7,12,8,3,5,10,7
275,-15,9,5,5,10,6,10,15,8,5,10,10,12,5,3,5,10,7
276,-15,9,5,5,10,6,10,15,8,8,10,10,12,5,3,5,7,7
277,-15,9,5,5,10,6,10,15,8,11,10,7,12,8,3,5,4,7
278,-15,9,5,5,10,6,10,15,11,5,7,7,3,8,12,8,10,4
279,-15,9,5,5,10,6,10,15,11,5,7,7,12,8,3,8,10,4
280,-15,9,5,5,10,6,10,15,11,5,7,10,12,5,3,8,10,4
281,-15,9,5,5,10,6,10,15,11,5,10,7,3,8,12,5,10,4
282,-15,9,5,5,10,6,10,15,11,8,10,7,3,8,12,5,7,4
283,-15,9,5,5,10,6,10,15,11,11,7,7,3,8,12,8,4,4
284,-15,9,5,5,10,6,10,15,11,11,7,7,12,8,3,8,4,4
285,-15,9,5,8,7,6,10,15,5,5,10,4,12,11,3,5,10,10
286,-15,9,5,8,7,6,10,15,5,5,10,10,12,5,3,5,10,10
287,-15,9,5,11,4,6,10,15,8,5,10,10,12,5,3,5,10,7
288,-24,9,5,14,10,15,19,24,11,20,16,16,12,8,12,8,4,13
289,-24,9,5,14,10,15,19,24,20,11,16,16,12,8,12,8,13,4
290,-24,9,5,14,10,15,19,24,20,20,16,16,12,8,12,8,4,4
291,-12,9,7,4,8,3,5,12,10,4,8,8,6,4,6,4,8,2
292,-12,9,7,4,8,3,5,12,10,7,8,8,6,4,6,4,5,2
293,-12,9,7,7,5,3,5,12,1,10,8,8,6,4,6,4,2,11
294,-12,9,7,7,5,3,5,12,10,4,8,8,6,4,6,4,8,2
295,-12,9,7,7,5,3,5,12,10,10,8,8,6,4,6,4,2,2
296,-21,9,7,7,14,12,14,21,7,16,14,11,15,10,6,7,5,14
297,-21,9,7,7,14,12,14,21,10,10,8,17,6,4,15,13,11,11
298,-21,9,7,7,14,12,14,21,10,10,8,17,15,4,6,13,11,11
299,-21,9,7,7,14,12,14,21,10,19,8,17,6,4,15,13,2,11
300,-21,9,7,7,14,12,14,21,16,7,8,11,6,10,15,13,14,5
301,-21,9,7,7,14,12,14,21,16,7,14,11,6,10,15,7,14,5
302,-21,9,7,7,14,12,14,21,19,10,8,17,15,4,6,13,11,2
303,-15,9,7,10,5,6,8,15,10,10,5,5,12,10,3,10,5,5
304,-21,9,7,16,5,12,14,21,10,7,14,14,15,7,6,7,14,11
305,-21,9,7,16,5,12,14,21,10,10,8,17,15,4,6,13,11,11
306,-15,9,8,5,10,6,7,15,2,11,4,7,6,8,9,11,4,13
307,-15,9,8,5,10,6,7,15,2,11,4,7,12,8,3,11,4,13
308,-15,9,8,5,10,6,7,15,2,11,10,7,6,8,9,5,4,13
309,-15,9,8,5,10,6,7,15,2,11,10,7,12,8,3,5,4,13
310,-15,9,8,5,10,6,7,15,5,5,4,7,12,8,3,11,10,10
311,-15,9,8,5,10,6,7,15,5,5,4,10,12,5,3,11,10,10
312,-15,9,8,5,10,6,7,15,5,5,7,4,3,11,12,8,10,10
313,-15,9,8,5,10,6,7,15,5,5,10,4,3,11,12,5,10,10
314,-15,9,8,5,10,6,7,15,5,5,10,7,12,8,3,5,10,10
315,-15,9,8,5,10,6,7,15,5,5,10,10,12,5,3,5,10,10
316,-15,9,8,5,10,6,7,15,8,5,4,13,6,2,9,11,10,7
317,-15,9,8,5,10,6,7,15,8,5,4,13,12,2,3,11,10,7
318,-15,9,8,5,10,6,7,15,8,5,10,7,12,8,3,5,10,7
319,-15,9,8,5,10,6,7,15,8,5,10,10,12,5,3,5,10,7
320,-15,9,8,5,10,6,7,15,8,11,4,7,12,8,3,11,4,7
321,-15,9,8,5,10,6,7,15,11,5,4,7,12,8,3,11,10,4
322,-15,9,8,5,10,6,7,15,11,5,7,7,12,8,3,8,10,4
323,-15,9,8,5,10,6,7,15,11,8,4,7,12,8,3,11,7,4
324,-15,9,8,5,10,6,7,15,14,5,4,13,12,2,3,11,10,1
325,-15,9,8,8,7,6,7,15,5,5,4,4,3,11,12,11,10,10
326,-15,9,8,8,7,6,7,15,5,5,4,4,12,11,3,11,10,10
327,-15,9,8,8,7,6,7,15,5,5,4,13,3,2,12,11,10,10
328,-15,9,8,8,7,6,7,15,5,5,4,13,12,2,3,11,10,10
329,-15,9,8,8,7,6,7,15,5,5,10,4,3,11,12,5,10,10
330,-15,9,8,8,7,6,7,15,5,5,10,4,12,11,3,5,10,10
331,-15,9,8,8,7,6,7,15,5,5,10,10,12,5,3,5,10,10
332,-15,9,8,8,7,6,7,15,8,5,10,4,12,11,3,5,10,7
333,-15,9,8,8,7,6,7,15,14,5,4,13,12,2,3,11,10,1
334,-24,9,8,8,16,15,16,24,5,14,4,4,12,20,12,20,10,19
335,-24,9,8,8,16,15,16,24,5,14,4,13,12,11,12,20,10,19
336,-24,9,8,8,16,15,16,24,5,14,13,4,12,20,12,11,10,19
337,-15,9,8,11,4,6,7,15,8,5,4,7,12,8,3,11,10,7
338,-15,9,8,11,4,6,7,15,8,5,4,13,6,2,9,11,10,7
339,-15,9,8,11,4,6,7,15,8,5,4,13,12,2,3,11,10,7
340,-15,9,8,11,4,6,7,15,8,5,7,4,12,11,3,8,10,7
341,-15,9,8,11,4,6,7,15,8,5,10,4,12,11,3,5,10,7
342,-15,9,8,11,4,6,7,15,8,5,10,10,12,5,3,5,10,7
343,-15,9,8,11,4,6,7,15,8,11,4,7,12,8,3,11,4,7
344,-15,9,8,11,4,6,7,15,8,11,10,7,12,8,3,5,4,7
345,-33,9,8,17,16,24,25,33,14,11,22,13,12,20,21,11,22,19
346,-33,9,8,17,16,24,25,33,14,23,22,13,12,20,21,11,10,19
347,-33,9,8,17,16,24,25,33,14,23,22,13,21,20,12,11,10,19
