# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 + a_16x_16 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16
32,-3,1,1,1,2,2,1,2,2,3,2,2,2,2,1,1,1,1
33,-4,1,1,1,2,3,2,3,3,4,2,3,3,2,2,1,1,2
34,-3,1,1,2,1,1,2,2,2,3,1,2,2,2,1,1,1,2
35,-3,1,1,2,1,1,2,2,2,3,2,1,2,1,2,1,2,1
36,-3,1,1,2,2,1,1,2,2,3,2,1,2,1,2,1,2,1
37,-3,1,1,2,2,1,1,2,2,3,2,1,2,2,1,1,2,1
38,-3,1,1,2,2,1,1,2,2,3,2,2,1,2,1,2,1,1
39,-3,1,1,2,2,1,1,2,2,3,2,2,2,1,2,1,1,1
40,-3,1,1,2,2,1,1,2,2,3,2,2,2,2,1,1,1,1
41,-3,1,2,1,1,2,2,1,2,3,1,1,2,2,1,1,2,2
42,-3,1,2,1,1,2,2,1,2,3,1,2,1,1,2,2,1,2
43,-3,1,2,1,1,2,2,1,2,3,2,1,2,2,1,1,2,1
44,-3,1,2,1,1,2,2,1,2,3,2,2,2,2,1,1,1,1
45,-3,1,2,1,2,2,1,1,2,3,1,1,2,1,2,1,2,2
46,-3,1,2,1,2,2,1,1,2,3,1,1,2,2,1,1,2,2
47,-3,1,2,1,2,2,1,1,2,3,1,2,1,2,1,2,1,2
48,-3,1,2,1,2,2,1,1,2,3,1,2,2,2,1,1,1,2
49,-3,1,2,1,2,2,1,1,2,3,2,1,1,1,2,2,2,1
50,-3,1,2,1,2,2,1,1,2,3,2,1,1,2,1,2,2,1
51,-3,1,2,1,2,2,1,1,2,3,2,1,2,1,2,1,2,1
52,-3,1,2,1,2,2,1,1,2,3,2,1,2,2,1,1,2,1
53,-3,1,2,1,2,2,1,1,2,3,2,2,1,2,1,2,1,1
54,-3,1,2,1,2,2,1,1,2,3,2,2,2,1,2,1,1,1
55,-3,1,2,1,2,2,1,1,2,3,2,2,2,2,1,1,1,1
56,-5,1,2,1,2,4,3,3,4,5,4,3,2,2,3,3,2,1
57,-3,1,2,2,1,1,2,1,2,3,1,2,2,1,2,1,1,2
58,-3,1,2,2,1,1,2,1,2,3,2,1,2,1,2,1,2,1
59,-3,1,2,2,1,1,2,1,2,3,2,1,2,2,1,1,2,1
60,-3,1,2,2,2,1,1,1,2,3,1,2,2,1,2,1,1,2
61,-3,1,2,2,2,1,1,1,2,3,2,1,2,1,2,1,2,1
62,-3,1,2,2,2,1,1,1,2,3,2,1,2,2,1,1,2,1
63,-3,2,1,1,1,2,2,2,1,3,2,2,2,2,1,1,1,1
64,-3,2,1,1,2,2,1,2,1,3,1,1,1,1,2,2,2,2
65,-3,2,1,1,2,2,1,2,1,3,2,1,2,2,1,1,2,1
66,-3,2,1,1,2,2,1,2,1,3,2,2,1,1,2,2,1,1
67,-4,2,1,1,2,3,2,3,2,4,2,3,3,2,2,1,1,2
68,-3,2,1,2,1,1,2,2,1,3,2,1,2,1,2,1,2,1
69,-3,2,1,2,2,1,1,2,1,3,2,2,2,1,2,1,1,1
70,-3,2,1,2,2,1,1,2,1,3,2,2,2,2,1,1,1,1
71,-3,2,2,1,1,2,2,1,1,3,1,2,1,2,1,2,1,2
72,-3,2,2,1,1,2,2,1,1,3,2,1,2,2,1,1,2,1
73,-3,2,2,1,1,2,2,1,1,3,2,2,2,2,1,1,1,1
74,-3,2,2,1,2,2,1,1,1,3,1,1,1,1,2,2,2,2
75,-3,2,2,1,2,2,1,1,1,3,1,1,1,2,1,2,2,2
76,-3,2,2,1,2,2,1,1,1,3,1,1,2,1,2,1,2,2
77,-3,2,2,1,2,2,1,1,1,3,1,1,2,2,1,1,2,2
78,-3,2,2,1,2,2,1,1,1,3,1,2,1,2,1,2,1,2
79,-3,2,2,1,2,2,1,1,1,3,2,1,1,1,2,2,2,1
80,-3,2,2,1,2,2,1,1,1,3,2,1,1,2,1,2,2,1
81,-3,2,2,1,2,2,1,1,1,3,2,1,2,1,2,1,2,1
82,-3,2,2,1,2,2,1,1,1,3,2,1,2,2,1,1,2,1
83,-3,2,2,1,2,2,1,1,1,3,2,2,2,1,2,1,1,1
84,-3,2,2,1,2,2,1,1,1,3,2,2,2,2,1,1,1,1
85,-3,2,2,2,1,1,2,1,1,3,1,2,2,2,1,1,1,2
86,-3,2,2,2,1,1,2,1,1,3,2,1,2,1,2,1,2,1
87,-3,2,2,2,1,1,2,1,1,3,2,1,2,2,1,1,2,1
88,-3,2,2,2,2,1,1,1,1,3,2,1,2,1,2,1,2,1
89,-3,2,2,2,2,1,1,1,1,3,2,1,2,2,1,1,2,1
90,-4,3,1,1,2,3,2,3,1,4,2,2,3,1,3,1,2,2
91,-7,3,1,4,2,3,5,6,4,7,5,5,3,4,3,4,2,2
92,-5,3,2,1,2,4,3,3,2,5,4,1,2,2,3,3,4,1
93,-5,3,2,1,2,4,3,3,2,5,4,3,2,2,3,3,2,1
94,-5,3,2,2,1,3,4,3,2,5,1,1,3,2,3,2,4,4
95,-5,3,2,2,1,3,4,3,2,5,4,1,3,2,3,2,4,1
96,-5,3,2,2,1,3,4,3,2,5,4,4,3,2,3,2,1,1
97,-5,3,2,2,4,3,1,3,2,5,1,1,3,2,3,2,4,4
98,-5,3,2,2,4,3,1,3,2,5,1,4,3,2,3,2,1,4
99,-5,3,2,2,4,3,1,3,2,5,4,1,3,2,3,2,4,1
100,-5,3,2,2,4,3,1,3,2,5,4,4,3,2,3,2,1,1
101,-8,3,2,2,4,6,4,6,5,8,4,4,3,2,6,5,4,4
102,-8,3,2,2,4,6,4,6,5,8,4,4,6,5,3,2,4,4
103,-8,3,2,2,4,6,4,6,5,8,4,7,3,2,6,5,1,4
104,-5,3,2,3,4,2,1,3,2,5,2,1,4,2,3,1,4,3
105,-5,3,2,3,4,2,1,3,2,5,2,3,4,2,3,1,2,3
106,-5,3,2,3,4,2,1,3,2,5,2,3,4,4,1,1,2,3
107,-5,3,2,5,4,0,1,3,2,5,4,1,0,2,3,5,4,1
108,-11,3,2,5,4,6,7,9,8,11,4,7,6,8,3,5,4,7
109,-4,3,3,1,2,3,2,1,1,4,2,2,2,1,3,2,2,2
110,-5,3,4,1,2,4,3,1,2,5,4,2,2,2,3,3,3,1
111,-5,3,4,1,2,4,3,1,2,5,4,3,2,2,3,3,2,1
112,-7,3,4,1,2,6,5,3,4,7,2,5,3,4,3,4,2,5
113,-7,3,4,1,2,6,5,3,4,7,2,5,6,4,3,1,2,5
114,-7,3,4,1,2,6,5,3,4,7,5,2,3,4,3,4,5,2
115,-7,3,4,1,2,6,5,3,4,7,5,5,3,4,3,4,2,2
116,-7,3,4,4,2,3,5,3,4,7,2,2,3,1,6,4,5,5
117,-7,3,4,4,2,3,5,3,4,7,2,2,6,1,6,1,5,5
118,-7,3,4,4,2,3,5,3,4,7,2,2,6,4,3,1,5,5
119,-7,3,4,4,2,3,5,3,4,7,2,5,6,4,3,1,2,5
120,-7,3,4,4,5,3,2,3,4,7,2,2,3,1,6,4,5,5
121,-7,3,4,4,5,3,2,3,4,7,2,2,6,1,6,1,5,5
122,-7,3,4,4,5,3,2,3,4,7,2,2,6,4,3,1,5,5
123,-7,3,4,4,5,3,2,3,4,7,2,5,6,4,3,1,2,5
124,-13,3,4,7,8,6,5,9,10,13,8,5,6,10,3,7,8,5
125,-13,3,4,7,8,6,5,9,10,13,8,11,6,4,9,7,2,5
126,-9,3,6,3,6,6,3,3,6,9,4,3,6,2,7,3,6,5
127,-9,3,6,3,6,6,3,3,6,9,6,7,6,4,5,3,2,3
128,-11,3,8,5,4,6,7,3,8,11,4,7,6,2,9,5,4,7
129,-13,3,10,7,8,6,5,3,10,13,8,5,6,4,9,7,8,5
130,-7,5,4,3,6,4,1,3,2,7,2,3,6,4,3,1,4,5
131,-7,5,4,3,6,4,1,3,2,7,2,5,6,4,3,1,2,5
132,-9,5,6,3,2,6,7,3,4,9,6,3,6,6,3,3,6,3
133,-8,6,2,2,4,6,4,6,2,8,1,4,3,5,3,5,4,7
134,-8,6,2,2,4,6,4,6,2,8,4,4,3,2,6,5,4,4
135,-8,6,2,2,4,6,4,6,2,8,4,4,3,5,3,5,4,4
136,-8,6,2,2,4,6,4,6,2,8,4,4,6,5,3,2,4,4
137,-8,6,2,5,4,3,4,6,2,8,4,4,6,2,6,2,4,4
138,-7,6,4,4,5,3,2,3,1,7,2,5,6,4,3,1,2,5
139,-10,6,4,4,8,6,2,6,4,10,5,2,3,4,6,7,8,5
140,-10,6,4,4,8,6,2,6,4,10,8,2,3,4,6,7,8,2
141,-10,6,4,4,8,6,2,6,4,10,8,5,3,4,6,7,5,2
142,-16,6,4,4,8,12,8,12,10,16,8,11,12,10,6,4,5,8
143,-10,6,4,7,5,3,5,6,4,10,8,2,6,4,6,4,8,2
144,-10,6,4,7,8,3,2,6,4,10,8,2,6,4,6,4,8,2
145,-10,6,4,7,8,3,2,6,4,10,8,5,6,4,6,4,5,2
146,-8,6,5,2,4,6,4,3,2,8,4,4,3,2,6,5,4,4
147,-8,6,5,2,4,6,4,3,2,8,4,4,6,2,6,2,4,4
148,-8,6,5,5,7,3,1,3,2,8,4,4,6,5,3,2,4,4
149,-10,6,7,1,2,9,8,3,4,10,8,5,6,4,6,4,5,2
150,-10,6,7,4,2,6,8,3,4,10,8,5,6,4,6,4,5,2
151,-14,6,8,2,4,12,10,6,8,14,10,10,9,8,6,5,4,4
152,-14,6,8,5,10,9,4,6,8,14,4,10,12,8,6,2,4,10
153,-9,7,6,3,6,6,3,3,2,9,6,5,6,6,3,3,4,3
154,-11,9,2,5,4,6,7,9,2,11,4,7,6,8,3,5,4,7
155,-17,9,2,11,4,6,13,15,8,17,10,1,12,14,3,5,16,7
156,-17,9,2,11,4,6,13,15,8,17,10,10,12,5,12,5,7,7
157,-17,9,2,11,4,6,13,15,8,17,10,10,12,14,3,5,7,7
158,-17,9,2,11,4,6,13,15,8,17,10,13,12,8,9,5,4,7
159,-16,9,4,4,8,12,8,12,7,16,2,2,6,10,6,10,14,14
160,-16,9,4,4,8,12,8,12,7,16,2,11,6,10,6,10,5,14
161,-16,9,4,4,8,12,8,12,7,16,8,11,12,10,6,4,5,8
162,-16,9,4,4,8,12,8,12,7,16,11,2,6,10,6,10,14,5
163,-16,9,4,4,8,12,8,12,7,16,11,11,6,10,6,10,5,5
164,-13,9,4,7,8,6,5,9,4,13,2,5,6,10,3,7,8,11
165,-16,9,4,13,8,3,8,12,7,16,11,11,6,10,6,10,5,5
166,-25,9,4,13,8,12,17,21,16,25,20,11,6,10,15,19,14,5
167,-25,9,4,13,8,12,17,21,16,25,20,11,15,10,15,10,14,5
168,-25,9,4,13,8,12,17,21,16,25,20,20,15,10,15,10,5,5
169,-11,9,5,5,1,6,10,6,2,11,7,7,3,8,3,8,4,4
170,-11,9,5,5,10,6,1,6,2,11,4,7,9,8,3,2,4,7
171,-11,9,5,5,10,6,1,6,2,11,7,7,3,8,3,8,4,4
172,-20,9,5,5,10,15,10,15,11,20,7,16,12,8,12,8,4,13
173,-20,9,5,5,10,15,10,15,11,20,16,7,12,8,12,8,13,4
174,-20,9,5,5,10,15,10,15,11,20,16,16,12,8,12,8,4,4
175,-20,9,5,14,10,6,10,15,11,20,16,7,12,8,12,8,13,4
176,-20,9,5,14,10,6,10,15,11,20,16,16,12,8,12,8,4,4
177,-10,9,7,7,5,3,5,3,1,10,8,8,6,4,6,4,2,2
178,-19,9,7,7,5,12,14,12,10,19,8,8,15,4,15,4,11,11
179,-19,9,7,7,14,12,5,12,10,19,8,8,6,4,15,13,11,11
180,-19,9,7,7,14,12,5,12,10,19,8,8,15,4,15,4,11,11
181,-19,9,7,7,14,12,5,12,10,19,8,8,15,13,6,4,11,11
182,-19,9,7,7,14,12,5,12,10,19,8,17,6,4,15,13,2,11
183,-11,9,8,5,4,6,7,3,2,11,4,7,6,2,9,5,4,7
184,-11,9,8,5,4,6,7,3,2,11,4,7,6,8,3,5,4,7
185,-11,9,8,5,4,6,7,3,2,11,7,7,6,8,3,5,4,4
186,-11,9,8,5,7,6,4,3,2,11,7,7,6,8,3,5,4,4
187,-11,9,8,5,10,6,1,3,2,11,4,7,6,8,3,5,4,7
188,-14,9,8,8,7,6,7,6,5,14,4,4,3,2,12,11,10,10
189,-14,9,8,8,7,6,7,6,5,14,4,4,3,11,3,11,10,10
190,-14,9,8,8,7,6,7,6,5,14,4,4,12,2,12,2,10,10
191,-14,9,8,8,7,6,7,6,5,14,4,4,12,11,3,2,10,10
192,-32,9,8,8,16,24,16,24,23,32,13,22,21,20,12,11,10,19
193,-32,9,8,8,16,24,16,24,23,32,22,13,12,11,21,20,19,10
194,-32,9,8,8,16,24,16,24,23,32,22,13,21,20,12,11,19,10
195,-32,9,8,8,16,24,16,24,23,32,22,22,21,20,12,11,10,10
196,-17,9,8,11,4,6,13,9,8,17,10,4,12,5,12,5,13,7
197,-17,9,8,11,4,6,13,9,8,17,10,13,12,8,9,5,4,7
198,-23,9,8,17,16,6,7,15,14,23,4,13,12,2,21,11,10,19
199,-23,9,8,17,16,6,7,15,14,23,4,13,12,20,3,11,10,19
200,-23,9,8,17,16,6,7,15,14,23,13,13,12,20,3,11,10,10
201,-41,9,8,17,16,24,25,33,32,41,22,31,30,20,21,11,10,19
202,-13,9,10,1,2,12,11,3,4,13,5,5,6,7,6,7,8,8
203,-13,9,10,1,2,12,11,3,4,13,8,5,6,4,9,7,8,5
204,-13,9,10,4,8,9,5,3,4,13,5,5,6,4,9,7,8,8
205,-13,9,10,4,8,9,5,3,4,13,8,5,6,4,9,7,8,5
206,-13,9,10,7,2,6,11,3,4,13,8,5,6,4,9,7,8,5
207,-13,9,10,7,2,6,11,3,4,13,8,5,6,10,3,7,8,5
208,-13,9,10,7,5,6,8,3,4,13,5,5,6,10,3,7,8,8
209,-13,9,10,7,8,6,5,3,4,13,5,5,6,10,3,7,8,8
210,-13,9,10,7,8,6,5,3,4,13,8,5,6,4,9,7,8,5
211,-13,9,10,7,8,6,5,3,4,13,8,5,6,10,3,7,8,5
212,-19,9,10,7,14,12,5,9,10,19,8,5,6,4,15,13,14,11
213,-19,9,10,7,14,12,5,9,10,19,8,5,12,4,15,7,14,11
214,-13,9,10,10,2,3,11,3,4,13,5,5,6,7,6,7,8,8
215,-13,9,10,10,11,3,2,3,4,13,5,5,6,7,6,7,8,8
216,-31,9,10,10,20,21,11,21,22,31,14,23,24,16,15,7,8,17
217,-40,9,10,10,20,30,20,30,31,40,32,23,15,16,24,25,17,8
218,-31,9,10,19,11,12,20,21,22,31,14,23,24,16,15,7,8,17
219,-31,9,10,19,20,12,11,21,22,31,14,5,24,16,15,7,26,17
220,-31,9,10,19,20,12,11,21,22,31,14,14,24,7,24,7,17,17
221,-31,9,10,19,20,12,11,21,22,31,14,23,6,16,15,25,8,17
222,-31,9,10,19,20,12,11,21,22,31,14,23,24,16,15,7,8,17
223,-17,9,11,2,4,15,13,6,8,17,10,10,12,5,12,5,7,7
224,-17,9,11,11,4,6,13,6,8,17,10,10,12,5,12,5,7,7
225,-17,9,11,11,4,6,13,6,8,17,10,10,12,14,3,5,7,7
226,-17,9,11,11,13,6,4,6,8,17,10,10,12,5,12,5,7,7
227,-17,9,11,11,13,6,4,6,8,17,10,10,12,14,3,5,7,7
228,-35,9,11,11,22,24,13,24,26,35,28,19,12,14,21,23,16,7
229,-35,9,11,20,22,15,13,24,26,35,28,28,21,14,21,14,7,7
230,-16,9,13,4,8,12,8,3,7,16,11,11,6,10,6,10,5,5
231,-25,9,13,4,8,21,17,12,16,25,20,11,15,10,15,10,14,5
232,-25,9,13,4,8,21,17,12,16,25,20,20,15,10,15,10,5,5
233,-20,9,14,5,10,15,10,6,11,20,16,7,12,8,12,8,13,4
234,-20,9,14,5,10,15,10,6,11,20,16,16,12,8,12,8,4,4
235,-29,9,14,5,10,24,19,15,20,29,16,7,12,8,21,17,22,13
236,-29,9,14,5,10,24,19,15,20,29,16,25,12,8,21,17,4,13
237,-20,9,14,14,10,6,10,6,11,20,7,16,12,8,12,8,4,13
238,-20,9,14,14,10,6,10,6,11,20,16,7,12,8,12,8,13,4
239,-29,9,14,23,10,6,19,15,20,29,16,7,12,8,21,17,22,13
240,-19,9,16,7,5,12,14,3,10,19,8,8,6,4,15,13,11,11
241,-19,9,16,7,14,12,5,3,10,19,8,8,6,4,15,13,11,11
242,-19,9,16,7,14,12,5,3,10,19,8,8,6,13,6,13,11,11
243,-19,9,16,7,14,12,5,3,10,19,8,17,6,4,15,13,2,11
244,-37,9,16,7,14,30,23,21,28,37,26,17,24,22,15,13,20,11
245,-37,9,16,7,14,30,23,21,28,37,26,26,24,22,15,13,11,11
246,-37,9,16,25,14,12,23,21,28,37,8,17,24,22,15,13,20,29
247,-31,9,19,10,20,21,11,12,22,31,14,14,24,7,24,7,17,17
248,-31,9,19,10,20,21,11,12,22,31,14,23,24,16,15,7,8,17
249,-35,9,20,11,22,24,13,15,26,35,10,19,30,14,21,5,16,25
250,-35,9,20,11,22,24,13,15,26,35,28,19,12,14,21,23,16,7
251,-35,9,20,11,22,24,13,15,26,35,28,19,21,14,21,14,16,7
252,-35,9,20,11,22,24,13,15,26,35,28,28,21,14,21,14,7,7
253,-25,9,22,13,8,12,17,3,16,25,20,11,6,10,15,19,14,5
254,-43,9,22,13,26,30,17,21,34,43,20,11,24,10,33,19,32,23
255,-20,12,14,5,4,15,16,6,8,20,16,7,12,8,12,8,13,4
256,-20,12,14,8,4,12,16,6,8,20,16,7,12,8,12,8,13,4
257,-20,15,14,5,10,15,10,6,5,20,16,10,12,8,12,8,10,4
258,-23,18,8,8,16,15,7,15,5,23,4,13,12,11,12,11,10,19
259,-32,18,8,8,16,24,16,24,14,32,22,13,21,20,12,11,19,10
260,-32,18,8,8,16,24,16,24,14,32,22,22,12,11,21,20,10,10
261,-32,18,8,8,16,24,16,24,14,32,22,22,21,20,12,11,10,10
262,-22,18,10,10,11,12,11,12,4,22,5,14,6,16,6,16,8,17
263,-22,18,10,10,11,12,11,12,4,22,5,14,15,16,6,7,8,17
264,-22,18,10,10,11,12,11,12,4,22,14,14,15,16,6,7,8,8
265,-22,18,10,10,20,12,2,12,4,22,5,14,15,16,6,7,8,17
266,-22,18,10,10,20,12,2,12,4,22,14,14,15,16,6,7,8,8
267,-40,18,10,10,20,30,20,30,22,40,32,14,15,16,24,25,26,8
268,-40,18,10,10,20,30,20,30,22,40,32,23,15,16,24,25,17,8
269,-26,18,11,11,22,15,4,15,8,26,10,10,21,14,12,5,16,16
270,-26,18,11,11,22,15,4,15,8,26,10,19,21,14,12,5,7,16
271,-25,18,13,4,8,21,17,12,7,25,20,11,15,10,15,10,14,5
272,-34,18,13,22,26,12,8,21,16,34,20,20,24,10,24,10,14,14
273,-34,18,13,22,26,12,8,21,16,34,20,20,24,28,6,10,14,14
274,-29,18,14,5,10,24,19,15,11,29,16,7,12,8,21,17,22,13
275,-20,18,14,14,10,6,10,6,2,20,7,16,12,8,12,8,4,13
276,-38,18,14,14,28,24,10,24,20,38,7,25,21,26,12,17,13,31
277,-38,18,14,14,28,24,10,24,20,38,16,25,30,26,12,8,13,22
278,-38,18,14,23,28,15,10,24,20,38,16,16,30,8,30,8,22,22
279,-28,18,16,16,5,12,23,12,10,28,8,8,15,4,24,13,20,20
280,-28,18,16,16,14,12,14,12,10,28,8,17,24,22,6,4,11,20
281,-28,18,16,16,14,12,14,12,10,28,17,8,6,22,6,22,20,11
282,-28,18,16,16,23,12,5,12,10,28,8,8,24,13,15,4,20,20
283,-28,18,16,16,23,12,5,12,10,28,8,17,24,13,15,4,11,20
284,-28,18,16,16,23,12,5,12,10,28,8,17,24,22,6,4,11,20
285,-32,18,17,8,7,24,25,15,14,32,22,22,21,20,12,11,10,10
286,-50,18,17,35,34,15,16,33,32,50,40,22,30,20,30,20,28,10
287,-50,18,17,35,34,15,16,33,32,50,40,31,30,20,30,20,19,10
288,-26,18,20,2,4,24,22,6,8,26,19,10,12,14,12,14,16,7
289,-26,18,20,11,4,15,22,6,8,26,10,10,12,5,21,14,16,16
290,-26,18,20,11,13,15,13,6,8,26,10,10,12,5,21,14,16,16
291,-26,18,20,11,22,15,4,6,8,26,10,10,12,14,12,14,16,16
292,-26,18,20,20,13,6,13,6,8,26,19,10,12,14,12,14,16,7
293,-44,18,20,29,13,15,31,24,26,44,28,10,30,14,30,14,34,16
294,-34,18,22,13,26,21,8,12,16,34,11,11,24,10,24,10,23,23
295,-34,18,22,13,26,21,8,12,16,34,20,11,24,10,24,10,23,14
296,-34,18,22,13,26,21,8,12,16,34,20,20,24,10,24,10,14,14
297,-34,18,22,22,8,12,26,12,16,34,11,20,24,10,24,10,14,23
298,-34,18,22,22,8,12,26,12,16,34,20,11,24,10,24,10,23,14
299,-34,18,22,22,8,12,26,12,16,34,20,11,24,28,6,10,23,14
300,-34,18,22,22,17,12,17,12,16,34,20,11,24,28,6,10,23,14
301,-34,18,22,22,26,12,8,12,16,34,11,20,24,10,24,10,14,23
302,-34,18,22,22,26,12,8,12,16,34,20,11,24,10,24,10,23,14
303,-38,18,23,14,28,24,10,15,20,38,16,16,30,8,30,8,22,22
304,-37,18,25,7,14,30,23,12,19,37,26,26,24,22,15,13,11,11
305,-32,18,26,8,16,24,16,6,14,32,13,22,12,20,12,20,10,19
306,-32,18,26,8,16,24,16,6,14,32,22,13,12,20,12,20,19,10
307,-40,18,28,10,11,30,29,12,22,40,32,14,24,16,24,16,26,8
308,-40,18,28,10,20,30,20,12,22,40,32,14,15,16,24,25,26,8
309,-40,18,28,19,11,21,29,12,22,40,32,14,24,16,24,16,26,8
310,-38,18,32,14,28,24,10,6,20,38,16,25,12,26,12,26,13,22
311,-41,27,8,17,16,24,25,33,14,41,22,31,30,20,21,11,10,19
312,-31,27,10,19,20,12,11,21,4,31,14,23,24,16,15,7,8,17
313,-35,27,11,11,22,24,13,24,8,35,10,19,12,14,21,23,16,25
314,-38,27,14,14,28,24,10,24,11,38,16,16,30,26,12,8,22,22
315,-37,27,16,7,14,30,23,21,10,37,8,17,24,22,15,13,20,29
316,-37,27,16,7,14,30,23,21,10,37,26,17,15,22,15,22,20,11
317,-37,27,16,7,14,30,23,21,10,37,26,17,24,22,15,13,20,11
318,-37,27,16,25,32,12,5,21,10,37,8,17,24,22,15,13,20,29
319,-37,27,16,25,32,12,5,21,10,37,26,17,24,22,15,13,20,11
320,-35,27,20,11,4,24,31,15,8,35,28,19,12,14,21,23,16,7
321,-35,27,20,11,22,24,13,15,8,35,10,19,12,14,21,23,16,25
322,-35,27,20,11,22,24,13,15,8,35,10,19,12,23,12,23,16,25
323,-35,27,20,11,22,24,13,15,8,35,10,19,30,14,21,5,16,25
324,-35,27,20,11,22,24,13,15,8,35,10,19,30,23,12,5,16,25
325,-35,27,20,11,22,24,13,15,8,35,28,19,12,14,21,23,16,7
326,-35,27,20,11,22,24,13,15,8,35,28,19,21,14,21,14,16,7
327,-35,27,20,20,31,15,4,15,8,35,10,19,30,23,12,5,16,25
328,-44,27,20,29,13,15,31,24,17,44,28,10,30,14,30,14,34,16
329,-43,27,22,13,8,30,35,21,16,43,20,11,24,10,33,19,32,23
330,-43,27,22,13,26,30,17,21,16,43,20,11,15,10,33,28,32,23
331,-43,27,22,13,26,30,17,21,16,43,20,11,24,10,33,19,32,23
332,-43,27,22,31,8,12,35,21,16,43,20,11,24,10,33,19,32,23
333,-37,27,25,7,14,30,23,12,10,37,26,17,24,22,15,13,20,11
334,-41,27,26,17,34,24,7,15,14,41,13,13,30,20,21,11,28,28
335,-41,27,26,17,34,24,7,15,14,41,22,13,12,20,21,29,28,19
336,-41,27,26,17,34,24,7,15,14,41,22,13,30,20,21,11,28,19
337,-41,27,26,17,34,24,7,15,14,41,22,31,30,20,21,11,10,19
338,-41,27,26,26,34,15,7,15,14,41,22,13,30,20,21,11,28,19
339,-40,27,28,10,11,30,29,12,13,40,32,14,24,16,24,16,26,8
340,-40,27,28,10,20,30,20,12,13,40,32,14,15,16,24,25,26,8
341,-40,27,28,10,20,30,20,12,13,40,32,14,24,16,24,16,26,8
342,-40,27,28,19,11,21,29,12,13,40,32,14,24,16,24,16,26,8
343,-49,27,28,19,38,30,11,21,22,49,14,23,42,16,33,7,26,35
344,-49,27,28,19,38,30,11,21,22,49,14,23,42,34,15,7,26,35
345,-49,27,28,19,38,30,11,21,22,49,14,32,42,34,15,7,17,35
346,-40,27,28,28,20,12,20,12,13,40,32,14,24,16,24,16,26,8
347,-47,27,32,5,10,42,37,15,20,47,34,25,30,26,21,17,22,13
