Index,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
5,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
8,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
9,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
12,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
13,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
14,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0
15,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
17,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
18,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
19,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
20,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
21,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
22,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
23,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
26,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
27,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
28,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1
29,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
30,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
31,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
32,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
33,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
34,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
35,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
36,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
37,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
38,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
39,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
40,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
41,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
42,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
43,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
44,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
45,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
46,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
47,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
48,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
49,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
50,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
51,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
52,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
53,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
54,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
55,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
56,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
57,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
58,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
59,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
60,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
61,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
62,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
63,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
64,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
65,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
66,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
67,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
68,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
69,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
70,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
71,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
72,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
73,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
74,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
75,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
76,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
