# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 + a_16x_16 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16
32,-4,3,4,1,2,2,1,1,2,3,2,2,2,2,1,3,2,3
33,-4,3,4,1,2,2,1,3,1,3,2,2,3,2,1,1,2,3
34,-4,3,4,1,2,2,1,3,2,1,2,2,2,2,3,1,2,3
35,-4,3,4,1,2,2,1,3,2,3,2,2,2,2,1,1,2,3
36,-4,3,4,1,2,2,2,3,1,3,2,2,3,2,1,1,2,2
37,-4,3,4,1,2,2,3,1,2,1,2,2,2,2,3,3,2,1
38,-4,3,4,1,2,2,3,1,2,3,2,2,2,2,1,3,2,1
39,-4,3,4,1,2,2,3,3,2,1,2,2,2,2,3,1,2,1
40,-4,3,4,1,2,2,3,3,2,3,2,2,2,2,1,1,2,1
41,-4,3,4,1,2,2,3,3,3,1,2,2,1,2,3,1,2,1
42,-4,3,4,1,2,3,2,3,1,1,2,2,3,1,3,1,2,2
43,-8,3,8,5,4,3,1,6,2,5,4,4,6,5,3,2,4,7
44,-8,3,8,5,4,3,4,6,2,2,4,4,6,5,6,2,4,4
45,-8,3,8,5,4,6,1,3,2,5,4,4,6,2,3,5,4,7
46,-8,3,8,5,4,6,1,6,2,5,4,4,6,2,3,2,4,7
47,-8,3,8,5,4,6,4,3,2,2,4,4,6,2,6,5,4,4
48,-8,3,8,5,4,6,4,6,2,5,4,4,6,2,3,2,4,4
49,-8,3,8,5,4,6,4,6,5,2,4,4,3,2,6,2,4,4
50,-8,3,8,5,4,6,7,3,2,5,4,4,6,2,3,5,4,1
51,-10,3,10,7,2,6,5,3,4,7,5,5,6,4,3,7,8,5
52,-10,3,10,7,8,6,5,3,4,7,5,5,6,4,3,7,2,5
53,-8,6,8,2,4,3,1,6,2,5,4,4,6,5,3,2,4,7
54,-8,6,8,2,4,3,4,6,2,2,4,4,6,5,6,2,4,4
55,-8,6,8,2,4,3,4,6,2,5,4,4,6,5,3,2,4,4
56,-8,6,8,2,4,6,4,3,2,2,4,4,6,2,6,5,4,4
57,-8,6,8,2,4,6,4,3,2,5,4,4,6,2,3,5,4,4
58,-8,6,8,2,4,6,4,6,2,5,4,4,6,2,3,2,4,4
59,-8,6,8,2,4,6,4,6,5,2,4,4,3,2,6,2,4,4
60,-8,6,8,2,4,6,4,6,5,5,4,4,3,2,3,2,4,4
61,-8,6,8,2,4,6,7,3,2,5,4,4,6,2,3,5,4,1
62,-8,6,8,2,4,6,7,3,5,5,4,4,3,2,3,5,4,1
63,-8,6,8,2,4,6,7,6,5,5,4,4,3,2,3,2,4,1
64,-10,6,10,4,2,6,8,3,4,4,5,5,6,4,6,7,8,2
65,-10,6,10,4,2,6,8,6,4,4,5,5,6,4,6,4,8,2
66,-16,6,16,10,8,12,5,12,10,4,8,8,6,4,12,4,8,11
67,-10,9,10,1,2,3,2,3,4,4,5,5,6,7,6,7,8,8
68,-10,9,10,1,2,6,5,3,4,7,5,5,6,4,3,7,8,5
69,-10,9,10,1,2,6,8,3,4,4,5,5,6,4,6,7,8,2
70,-10,9,10,1,2,6,8,3,4,7,5,5,6,4,3,7,8,2
71,-14,9,14,5,10,6,1,6,2,11,7,7,12,8,3,8,4,13
72,-14,9,14,5,10,6,4,3,8,11,7,7,6,8,3,11,4,10
73,-14,9,14,5,10,6,7,3,8,11,7,7,6,8,3,11,4,7
74,-14,9,14,5,10,6,10,6,2,2,7,7,12,8,12,8,4,4
75,-14,9,14,5,10,6,10,6,2,11,7,7,12,8,3,8,4,4
76,-14,9,14,5,10,6,10,6,11,2,7,7,3,8,12,8,4,4
77,-14,9,14,5,10,6,10,6,11,11,7,7,3,8,3,8,4,4
78,-16,9,16,7,5,3,5,12,10,10,8,8,6,13,6,4,11,11
79,-16,9,16,7,5,12,5,3,10,10,8,8,6,4,6,13,11,11
80,-16,9,16,7,5,12,5,12,10,10,8,8,6,4,6,4,11,11
81,-16,9,16,7,5,12,14,3,10,10,8,8,6,4,6,13,11,2
82,-16,9,16,7,5,12,14,12,10,10,8,8,6,4,6,4,11,2
83,-16,9,16,7,8,12,5,12,10,4,8,8,6,4,12,4,8,11
84,-16,9,16,7,14,12,5,3,10,1,8,8,6,4,15,13,2,11
85,-16,9,16,7,14,12,5,3,10,10,8,8,6,4,6,13,2,11
86,-16,9,16,7,14,12,5,12,10,10,8,8,6,4,6,4,2,11
87,-16,9,16,7,14,12,14,12,10,10,8,8,6,4,6,4,2,2
88,-20,9,20,11,4,6,4,15,8,8,10,10,12,14,12,5,16,16
89,-20,9,20,11,4,6,13,6,8,8,10,10,12,14,12,14,16,7
90,-20,9,20,11,4,6,13,6,8,17,10,10,12,14,3,14,16,7
91,-20,9,20,11,4,6,13,15,8,8,10,10,12,14,12,5,16,7
92,-20,9,20,11,4,6,13,15,8,17,10,10,12,14,3,5,16,7
93,-20,9,20,11,4,15,4,6,8,8,10,10,12,5,12,14,16,16
94,-20,9,20,11,4,15,4,15,8,8,10,10,12,5,12,5,16,16
95,-20,9,20,11,4,15,13,6,8,8,10,10,12,5,12,14,16,7
96,-20,9,20,11,4,15,13,15,8,8,10,10,12,5,12,5,16,7
97,-20,9,20,11,10,6,13,15,8,5,10,10,12,14,15,5,10,7
98,-20,9,20,11,13,6,4,6,8,8,10,10,12,14,12,14,7,16
99,-20,9,20,11,13,6,4,15,8,8,10,10,12,14,12,5,7,16
100,-20,9,20,11,13,6,4,15,8,17,10,10,12,14,3,5,7,16
101,-20,9,20,11,13,6,13,15,8,8,10,10,12,14,12,5,7,7
102,-20,9,20,11,13,6,13,15,8,17,10,10,12,14,3,5,7,7
103,-20,9,20,11,13,15,4,15,8,8,10,10,12,5,12,5,7,16
104,-22,9,22,13,8,12,8,3,16,7,11,11,6,10,15,19,14,14
105,-22,9,22,13,8,12,17,3,16,7,11,11,6,10,15,19,14,5
106,-26,9,26,17,16,6,7,15,14,5,13,13,12,20,21,11,10,19
107,-28,9,28,19,11,12,20,21,22,13,14,14,6,16,15,7,17,8
108,-28,9,28,19,20,12,11,21,4,13,14,14,24,16,15,7,8,17
109,-28,9,28,19,20,12,11,21,22,13,14,14,6,16,15,7,8,17
110,-32,9,32,23,10,6,19,15,20,11,16,16,12,26,21,17,22,13
111,-32,9,32,23,10,24,10,15,20,11,16,16,12,8,21,17,22,22
112,-32,9,32,23,10,24,10,24,20,11,16,16,12,8,21,8,22,22
113,-32,9,32,23,10,24,19,15,20,11,16,16,12,8,21,17,22,13
114,-32,9,32,23,10,24,19,24,11,20,16,16,21,8,12,8,22,13
115,-32,9,32,23,10,24,19,24,20,11,16,16,12,8,21,8,22,13
116,-32,9,32,23,19,24,10,24,20,11,16,16,12,8,21,8,13,22
117,-40,9,40,31,8,30,17,21,16,25,20,20,24,10,15,19,32,23
118,-40,9,40,31,8,30,17,30,16,25,20,20,24,10,15,10,32,23
119,-20,15,20,5,10,6,13,15,8,5,10,10,12,14,15,5,10,7
120,-20,15,20,5,10,6,13,15,8,11,10,10,12,14,9,5,10,7
121,-20,15,20,5,10,12,7,15,14,5,10,10,6,8,15,5,10,13
122,-20,15,20,5,10,12,7,15,14,11,10,10,6,8,9,5,10,13
123,-20,18,20,2,4,6,13,6,8,8,10,10,12,14,12,14,16,7
124,-20,18,20,2,4,15,13,6,8,8,10,10,12,5,12,14,16,7
125,-22,18,22,4,8,12,8,12,16,7,11,11,6,10,15,10,14,14
126,-22,18,22,4,8,12,8,12,16,16,11,11,6,10,6,10,14,14
127,-22,18,22,4,8,12,17,12,7,7,11,11,15,10,15,10,14,5
128,-22,18,22,4,8,12,17,12,7,16,11,11,15,10,6,10,14,5
129,-22,18,22,4,8,12,17,12,16,7,11,11,6,10,15,10,14,5
130,-22,18,22,4,8,12,17,12,16,16,11,11,6,10,6,10,14,5
131,-26,18,26,8,16,6,7,6,14,14,13,13,12,20,12,20,10,19
132,-26,18,26,8,16,6,7,15,14,5,13,13,12,20,21,11,10,19
133,-26,18,26,8,16,6,16,6,14,14,13,13,12,20,12,20,10,10
134,-28,18,28,10,20,12,2,21,4,22,14,14,24,16,6,7,8,26
135,-28,18,28,10,20,12,11,12,22,22,14,14,6,16,6,16,8,17
136,-28,18,28,10,20,12,11,21,4,13,14,14,24,16,15,7,8,17
137,-28,18,28,10,20,12,11,21,4,22,14,14,24,16,6,7,8,17
138,-28,18,28,10,20,12,20,21,13,22,14,14,15,16,6,7,8,8
139,-32,18,32,14,10,24,10,6,20,11,16,16,12,8,21,26,22,22
140,-32,18,32,14,10,24,10,24,11,20,16,16,21,8,12,8,22,22
141,-32,18,32,14,10,24,10,24,20,11,16,16,12,8,21,8,22,22
142,-32,18,32,14,10,24,19,6,20,11,16,16,12,8,21,26,22,13
143,-32,18,32,14,10,24,19,24,20,11,16,16,12,8,21,8,22,13
144,-40,18,40,22,8,30,17,12,16,25,20,20,24,10,15,28,32,23
145,-40,18,40,22,8,30,17,30,16,25,20,20,24,10,15,10,32,23
146,-40,18,40,22,8,30,26,12,16,25,20,20,24,10,15,28,32,14
147,-40,18,40,22,8,30,26,30,16,25,20,20,24,10,15,10,32,14
148,-44,18,44,26,16,24,34,33,32,14,22,22,12,20,30,11,28,10
149,-32,27,32,5,10,24,19,15,20,11,16,16,12,8,21,17,22,13
150,-32,27,32,5,10,24,19,15,20,20,16,16,12,8,12,17,22,13
151,-32,27,32,5,10,24,28,15,11,20,16,16,21,8,12,17,22,4
152,-32,27,32,5,10,24,28,15,20,20,16,16,12,8,12,17,22,4
153,-34,27,34,7,14,12,23,21,10,10,17,17,24,22,24,13,20,11
154,-34,27,34,7,14,12,23,21,10,19,17,17,24,22,15,13,20,11
155,-40,27,40,13,8,30,17,12,16,25,20,20,24,10,15,28,32,23
156,-40,27,40,13,8,30,17,21,16,25,20,20,24,10,15,19,32,23
157,-40,27,40,13,8,30,35,12,16,25,20,20,24,10,15,28,32,5
158,-40,27,40,13,8,30,35,21,16,25,20,20,24,10,15,19,32,5
159,-40,27,40,13,26,12,8,12,16,16,20,20,24,28,24,28,14,32
160,-40,27,40,13,26,12,8,30,16,16,20,20,24,28,24,10,14,32
161,-40,27,40,13,26,12,26,30,16,16,20,20,24,28,24,10,14,14
162,-40,27,40,13,26,12,26,30,16,25,20,20,24,28,15,10,14,14
163,-44,27,44,17,16,24,34,33,32,14,22,22,12,20,30,11,28,10
164,-44,27,44,17,34,24,7,33,14,23,22,22,30,20,21,11,10,37
165,-52,27,52,25,14,30,41,39,28,19,26,26,24,22,33,13,38,11
166,-76,27,76,49,26,30,53,57,52,25,38,38,24,46,51,19,50,23
167,-40,36,40,4,8,30,26,12,16,25,20,20,24,10,15,28,32,14
168,-40,36,40,4,8,30,35,12,16,25,20,20,24,10,15,28,32,5
169,-56,36,56,20,40,24,13,42,26,44,28,28,30,32,12,14,16,43
170,-56,45,56,11,22,42,49,15,26,35,28,28,30,14,21,41,34,7
