Index,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
7,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
10,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
11,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
13,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
14,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0
15,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
16,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
17,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
18,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
19,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
20,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
21,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
22,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
23,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0
24,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
25,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
26,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
27,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
28,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
29,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
30,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
32,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
33,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
34,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
35,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
36,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
37,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
38,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
39,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
40,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
41,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
42,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0
43,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
44,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0
45,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
46,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
47,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
48,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
49,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
50,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
51,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
52,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0
53,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
54,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
55,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
56,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
57,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
58,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
59,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
60,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
61,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
62,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
63,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0
64,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
65,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
66,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
67,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0
68,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
69,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
71,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
72,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
73,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
74,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
75,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
76,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
77,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
78,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
79,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
80,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
81,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
82,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
83,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
84,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
85,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
86,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
87,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
88,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
89,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
90,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
91,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
