# In order b + a_0x_0 + a_1x_1 + a_2x_2 + a_3x_3 + a_4x_4 + a_5x_5 + a_6x_6 + a_7x_7 + a_8x_8 + a_9x_9 + a_10x_10 + a_11x_11 + a_12x_12 + a_13x_13 + a_14x_14 + a_15x_15 + a_16x_16 >= 0
index,b,a_0,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,a_9,a_10,a_11,a_12,a_13,a_14,a_15,a_16
32,-4,3,2,1,2,2,2,3,4,1,2,1,2,2,1,3,2,3
33,-4,3,2,1,2,2,2,3,4,1,2,1,2,2,3,1,2,3
34,-4,3,2,1,2,2,2,3,4,1,2,2,3,1,1,3,2,2
35,-4,3,2,1,2,2,2,3,4,1,2,3,2,2,1,3,2,1
36,-4,3,2,1,2,2,2,3,4,1,2,3,2,2,3,1,2,1
37,-4,3,2,1,2,2,2,3,4,1,2,3,3,1,1,3,2,1
38,-8,3,2,2,4,6,4,6,8,5,4,4,3,5,6,2,4,4
39,-8,3,2,2,4,6,4,6,8,5,4,4,6,2,3,5,4,4
40,-8,3,2,2,4,6,4,6,8,5,4,7,6,2,3,5,4,1
41,-4,3,2,3,2,2,2,1,4,1,2,1,2,2,1,3,2,3
42,-4,3,2,3,2,2,2,1,4,1,2,1,2,2,3,1,2,3
43,-4,3,2,3,2,2,2,1,4,1,2,3,2,2,1,3,2,1
44,-8,3,2,5,4,6,4,3,8,5,4,1,6,2,3,5,4,7
45,-8,3,2,5,4,6,4,3,8,5,4,4,6,2,6,2,4,4
46,-8,3,2,5,4,6,4,3,8,5,4,7,6,2,3,5,4,1
47,-4,3,3,1,2,1,2,3,4,1,2,3,2,2,3,1,2,1
48,-4,3,4,1,2,0,2,3,4,1,2,2,0,4,3,1,2,2
49,-10,3,4,7,5,6,5,3,10,7,2,5,6,4,3,7,8,5
50,-10,3,4,7,5,6,5,3,10,7,8,5,6,4,3,7,2,5
51,-8,3,5,2,4,3,4,6,8,5,4,4,6,2,6,2,4,4
52,-8,3,5,2,4,3,4,6,8,5,4,7,6,2,3,5,4,1
53,-8,6,2,2,4,6,4,6,8,2,4,1,3,5,3,5,4,7
54,-8,6,2,2,4,6,4,6,8,2,4,4,3,5,3,5,4,4
55,-8,6,2,2,4,6,4,6,8,2,4,4,3,5,6,2,4,4
56,-8,6,2,2,4,6,4,6,8,2,4,4,6,2,3,5,4,4
57,-8,6,2,5,4,6,4,3,8,2,4,1,3,5,3,5,4,7
58,-8,6,2,5,4,6,4,3,8,2,4,1,6,2,3,5,4,7
59,-8,6,2,5,4,6,4,3,8,2,4,4,6,2,3,5,4,4
60,-8,6,2,5,4,6,4,3,8,2,4,4,6,2,6,2,4,4
61,-10,6,4,4,5,6,5,6,10,4,8,2,6,4,6,4,2,8
62,-16,6,4,4,8,12,8,12,16,10,8,11,6,10,12,4,8,5
63,-10,6,4,7,5,6,5,3,10,4,8,2,6,4,6,4,2,8
64,-8,6,5,2,4,3,4,6,8,2,4,4,6,2,3,5,4,4
65,-8,6,5,2,4,3,4,6,8,2,4,4,6,2,6,2,4,4
66,-8,6,5,2,4,3,4,6,8,2,4,7,6,2,3,5,4,1
67,-16,9,4,4,8,12,8,12,16,7,2,2,6,10,6,10,14,14
68,-16,9,4,4,8,12,8,12,16,7,2,11,6,10,6,10,14,5
69,-16,9,4,4,8,12,8,12,16,7,8,11,6,10,12,4,8,5
70,-16,9,4,4,8,12,8,12,16,7,11,2,6,10,6,10,5,14
71,-16,9,4,4,8,12,8,12,16,7,11,11,6,10,6,10,5,5
72,-10,9,4,7,5,6,5,3,10,1,8,2,6,4,3,7,2,8
73,-10,9,4,7,5,6,5,3,10,1,8,2,6,4,6,4,2,8
74,-10,9,4,7,5,6,5,3,10,1,8,5,6,4,3,7,2,5
75,-16,9,4,13,8,12,8,3,16,7,2,11,6,10,6,10,14,5
76,-16,9,4,13,8,12,8,3,16,7,2,11,6,10,15,1,14,5
77,-16,9,4,13,8,12,8,3,16,7,11,2,6,10,6,10,5,14
78,-16,9,4,13,8,12,8,3,16,7,11,11,6,10,6,10,5,5
79,-20,9,5,5,10,15,10,15,20,11,7,16,12,8,12,8,13,4
80,-20,9,5,5,10,15,10,15,20,11,16,7,12,8,12,8,4,13
81,-20,9,5,5,10,15,10,15,20,11,16,16,12,8,12,8,4,4
82,-20,9,5,14,10,15,10,6,20,11,16,7,12,8,12,8,4,13
83,-20,9,5,14,10,15,10,6,20,11,16,16,12,8,12,8,4,4
84,-10,9,7,7,5,3,5,3,10,1,8,8,6,4,6,4,2,2
85,-14,9,8,8,7,6,7,6,14,5,4,4,3,11,3,11,10,10
86,-14,9,8,8,7,6,7,6,14,5,4,4,3,11,12,2,10,10
87,-14,9,8,8,7,6,7,6,14,5,4,4,12,2,3,11,10,10
88,-14,9,8,8,7,6,7,6,14,5,4,4,12,2,12,2,10,10
89,-14,9,8,8,7,6,7,6,14,5,4,13,12,2,3,11,10,1
90,-32,9,8,8,16,24,16,24,32,23,13,22,12,20,21,11,19,10
91,-32,9,8,8,16,24,16,24,32,23,22,13,12,20,21,11,10,19
92,-32,9,8,8,16,24,16,24,32,23,22,13,21,11,12,20,10,19
93,-32,9,8,8,16,24,16,24,32,23,22,22,12,20,21,11,10,10
94,-14,9,8,11,7,6,7,3,14,5,4,7,6,8,3,11,10,7
95,-14,9,8,11,7,6,7,3,14,5,4,10,6,8,3,11,10,4
96,-32,9,8,17,16,24,16,15,32,23,22,13,12,20,21,11,10,19
97,-32,9,8,17,16,24,16,15,32,23,22,22,12,20,21,11,10,10
98,-40,9,10,10,20,30,20,30,40,31,32,23,24,16,15,25,8,17
99,-22,9,10,19,11,12,11,3,22,13,14,5,6,16,15,7,8,17
100,-22,9,10,19,11,12,11,3,22,13,14,14,6,16,15,7,8,8
101,-40,9,10,19,20,30,20,21,40,31,32,23,24,16,15,25,8,17
102,-16,9,13,4,8,3,8,12,16,7,11,11,6,10,6,10,5,5
103,-20,9,14,5,10,6,10,15,20,11,7,7,12,8,3,17,13,13
104,-20,9,14,5,10,6,10,15,20,11,7,7,12,8,12,8,13,13
105,-20,9,14,5,10,6,10,15,20,11,7,16,12,8,3,17,13,4
106,-20,9,14,5,10,6,10,15,20,11,7,16,12,8,12,8,13,4
107,-20,9,14,5,10,6,10,15,20,11,10,7,12,8,15,5,10,13
108,-20,9,14,5,10,6,10,15,20,11,16,7,12,8,3,17,4,13
109,-20,9,14,5,10,6,10,15,20,11,16,7,12,8,12,8,4,13
110,-20,9,14,5,10,6,10,15,20,11,16,16,12,8,12,8,4,4
111,-20,9,14,14,10,6,10,6,20,11,7,16,12,8,12,8,13,4
112,-20,9,14,14,10,6,10,6,20,11,16,7,12,8,3,17,4,13
113,-20,9,14,14,10,6,10,6,20,11,16,7,12,8,12,8,4,13
114,-28,9,16,7,14,12,14,21,28,19,8,17,6,22,15,13,20,11
115,-28,9,16,7,14,12,14,21,28,19,8,17,24,4,15,13,20,11
116,-28,9,16,7,14,12,14,21,28,19,17,8,6,22,15,13,11,20
117,-26,9,20,11,13,6,13,15,26,17,10,19,12,14,21,5,16,7
118,-32,9,26,17,16,6,16,15,32,23,22,13,12,20,21,11,10,19
119,-20,15,8,5,10,12,10,15,20,5,10,13,6,14,9,11,10,7
120,-20,15,8,5,10,12,10,15,20,5,10,13,6,14,15,5,10,7
121,-20,15,14,5,10,6,10,15,20,5,10,7,12,8,9,11,10,13
122,-20,15,14,5,10,6,10,15,20,5,10,7,12,8,15,5,10,13
123,-20,18,5,14,10,15,10,6,20,2,16,7,12,8,12,8,4,13
124,-32,18,8,8,16,24,16,24,32,14,22,13,12,20,21,11,10,19
125,-32,18,8,8,16,24,16,24,32,14,22,22,12,20,21,11,10,10
126,-32,18,8,8,16,24,16,24,32,14,22,22,21,11,12,20,10,10
127,-32,18,8,26,16,24,16,6,32,14,22,13,12,20,21,11,10,19
128,-32,18,8,26,16,24,16,6,32,14,22,22,12,20,21,11,10,10
129,-22,18,10,10,11,12,11,12,22,4,14,5,6,16,6,16,8,17
130,-22,18,10,10,11,12,11,12,22,4,14,5,6,16,15,7,8,17
131,-22,18,10,10,11,12,11,12,22,4,14,5,15,7,6,16,8,17
132,-22,18,10,10,11,12,11,12,22,4,14,5,15,7,15,7,8,17
133,-22,18,10,10,11,12,11,12,22,4,14,14,6,16,6,16,8,8
134,-22,18,10,10,11,12,11,12,22,4,14,14,6,16,15,7,8,8
135,-40,18,10,10,20,30,20,30,40,22,32,14,24,16,15,25,8,26
136,-40,18,10,10,20,30,20,30,40,22,32,23,24,16,15,25,8,17
137,-40,18,10,28,20,30,20,12,40,22,32,14,24,16,15,25,8,26
138,-40,18,10,28,20,30,20,12,40,22,32,23,24,16,15,25,8,17
139,-20,18,14,14,10,6,10,6,20,2,16,7,12,8,12,8,4,13
140,-28,18,16,7,14,12,14,21,28,10,8,8,15,13,6,22,20,20
141,-28,18,16,7,14,12,14,21,28,10,8,17,24,4,6,22,20,11
142,-28,18,16,7,14,12,14,21,28,10,8,17,24,4,15,13,20,11
143,-28,18,16,7,14,12,14,21,28,10,8,26,24,4,6,22,20,2
144,-28,18,16,16,14,12,14,12,28,10,8,17,6,22,6,22,20,11
145,-26,18,20,11,13,6,13,15,26,8,10,19,12,14,21,5,16,7
146,-44,18,20,11,22,24,22,33,44,26,28,10,12,32,30,14,16,34
147,-26,18,20,20,13,6,13,6,26,8,10,10,12,14,12,14,16,16
148,-26,18,20,20,13,6,13,6,26,8,10,19,12,14,12,14,16,7
149,-32,27,8,17,16,24,16,15,32,5,22,4,12,20,12,20,10,28
150,-32,27,8,17,16,24,16,15,32,5,22,4,21,11,12,20,10,28
151,-32,27,8,17,16,24,16,15,32,5,22,13,12,20,12,20,10,19
152,-32,27,8,17,16,24,16,15,32,5,22,13,12,20,21,11,10,19
153,-40,27,10,19,20,30,20,21,40,13,32,5,24,16,15,25,8,35
154,-40,27,10,19,20,30,20,21,40,13,32,23,24,16,15,25,8,17
155,-40,27,10,28,20,30,20,12,40,13,32,5,24,16,15,25,8,35
156,-40,27,10,28,20,30,20,12,40,13,32,23,24,16,15,25,8,17
157,-44,27,20,11,22,24,22,33,44,17,10,37,30,14,21,23,34,7
158,-44,27,20,11,22,24,22,33,44,17,28,10,12,32,30,14,16,34
159,-34,27,22,13,17,12,17,21,34,7,20,11,24,10,15,19,14,23
160,-34,27,22,13,17,12,17,21,34,7,20,11,24,10,24,10,14,23
161,-52,27,22,13,26,30,26,39,52,25,38,11,24,28,33,19,14,41
162,-40,27,28,10,20,12,20,30,40,13,14,14,24,16,15,25,26,26
163,-40,27,28,10,20,12,20,30,40,13,14,14,24,16,24,16,26,26
164,-40,27,28,10,20,12,20,30,40,13,14,32,24,16,24,16,26,8
165,-40,27,28,28,20,12,20,12,40,13,14,32,24,16,24,16,26,8
166,-76,27,46,19,38,30,38,57,76,49,50,23,24,52,51,25,26,53
167,-40,36,10,28,20,30,20,12,40,4,32,5,24,16,15,25,8,35
168,-40,36,10,28,20,30,20,12,40,4,32,14,24,16,15,25,8,26
169,-56,36,32,14,28,24,28,42,56,20,16,43,30,26,12,44,40,13
170,-56,45,14,41,28,42,28,15,56,11,34,7,30,26,21,35,22,49
