Index,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14
108,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
109,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0
110,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
111,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0
112,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0
113,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0
114,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
116,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
117,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
118,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0
119,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
120,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
121,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
122,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
123,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
124,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0
125,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
126,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0
127,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0
128,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1
129,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
130,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
131,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0
132,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0
133,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0
134,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
135,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
